emp_no,first_name,last_name,from_date,title,salary
291289,Lidong,Choobineh,1997-06-24,Senior Staff,52749
291294,Yoshimitsu,Luby,1998-10-03,Staff,65096
291295,Yinlin,Taneja,1996-07-28,Senior Staff,60339
291296,Lorien,Ruemmler,1999-09-08,Engineer,40000
291297,Lakshmi,Loncour,1994-09-09,Assistant Engineer,40000
291301,Miquel,Sidje,1987-07-03,Technique Leader,40000
291304,Kamakshi,Bernardinello,2000-05-16,Engineer,40000
291307,Thodoros,Shumilov,2002-03-30,Senior Staff,43825
291312,Oscar,Rosen,1993-06-07,Senior Engineer,40000
291318,Vitali,Kilgour,1997-02-28,Senior Staff,48491
291321,Leucio,Morrey,1999-07-07,Senior Staff,47336
291323,Ghassan,Maksimenko,1994-02-23,Senior Staff,74569
291324,Steen,Schwartzburd,2001-03-23,Senior Engineer,40000
291325,Arno,Speckmann,1991-10-15,Senior Staff,63691
291326,Fun,Baca,2002-07-31,Senior Engineer,46705
291329,Teruyuki,Gill,1995-10-02,Senior Staff,40000
291330,Mona,Ligten,1996-07-13,Staff,56724
291332,Jixiang,Bugrara,2000-03-06,Senior Engineer,40000
291333,Moie,Zumaque,1992-11-21,Senior Staff,75328
291340,Nahum,Litzler,1994-11-28,Senior Engineer,67720
291344,Zhonghua,Bellone,1999-04-01,Senior Engineer,45922
291353,Alselm,Farrag,1993-01-12,Senior Staff,81358
291359,Sreekrishna,Swiler,1997-09-19,Staff,76015
291361,Radhia,Bashian,1997-04-17,Senior Staff,50029
291363,Heng,Baba,1997-07-04,Senior Engineer,58847
291364,Nectarios,Harbusch,1991-06-04,Senior Staff,41349
291366,Kazuhira,Reinhart,2000-08-03,Senior Staff,72832
291372,Elvia,Thorensen,1998-01-10,Senior Staff,92709
291375,Guangming,Peek,1995-10-06,Assistant Engineer,60310
291376,Fai,Jahnichen,1995-06-03,Senior Engineer,40000
291380,Mohammed,Miara,1999-04-17,Staff,96182
291382,Mari,Emden,2001-07-09,Senior Engineer,50289
291383,Zeydy,Swick,1995-04-28,Senior Staff,49031
291385,Khun,Anandan,1998-06-01,Staff,84404
291398,Sreenivas,Streit,1997-11-22,Senior Staff,40006
291402,Oksana,Serov,2002-07-23,Senior Staff,40000
291404,Rafael,Poulakidas,1997-10-23,Engineer,41349
291413,Yoshinari,Peir,1993-03-19,Senior Staff,67377
291416,Kaijung,Meszaros,1995-02-11,Senior Engineer,79106
291421,Eirik,Carrere,1997-07-13,Senior Staff,77974
291422,Jovan,Mawatari,1998-04-30,Senior Engineer,40000
291426,Geraldo,Cooman,1994-08-15,Senior Staff,40000
291427,Stepehn,Yavatkar,1998-11-13,Staff,40000
291438,Lihong,Zwicker,1995-02-16,Senior Engineer,41552
291440,Shirish,Ducloy,1997-03-15,Senior Engineer,47352
291441,Koldo,Murtafg,1998-08-05,Engineer,52311
291443,Yuqun,Morrow,1999-02-13,Engineer,58265
291445,Barna,Reinhard,1994-10-16,Senior Staff,83324
291446,Jaideep,Tsukune,2001-05-31,Senior Engineer,40000
291457,Kazunori,Thummel,1996-04-20,Senior Engineer,43405
291464,Yifei,Openshaw,1994-10-25,Senior Engineer,49323
291469,Suvo,Azevdeo,1994-12-09,Technique Leader,50887
291480,Kish,Fabrizio,1995-05-01,Senior Staff,94536
291481,Dharmaraja,Cools,1995-04-25,Technique Leader,40000
291484,Jessie,Rajaraman,1996-08-27,Staff,40000
291486,Serif,Lieblein,1998-10-19,Engineer,40000
291490,Ronghao,Penttonen,1995-10-05,Engineer,51608
291495,Dipankar,Yoshizawa,2001-11-11,Senior Staff,53395
291502,Wuxu,Zielinski,2002-03-21,Senior Staff,96337
291505,Gita,Ginneken,1997-04-19,Senior Engineer,40995
291507,Zhonghua,Spinelli,2001-07-04,Senior Staff,76765
291514,Adel,Nicolson,1997-06-11,Senior Staff,40000
291516,Lech,Morrey,1999-02-01,Senior Engineer,71104
291517,Limsoon,Zeidenstein,1996-10-18,Senior Staff,40000
291524,Fei,Onuegbe,2002-04-02,Senior Staff,79006
291532,Surveyors,Malabarba,1998-04-23,Senior Staff,40000
291533,Denny,Kavraki,1992-05-23,Senior Engineer,56877
291534,Akhilish,Paciorek,1995-08-25,Senior Staff,70586
291536,Chenyi,Binding,1985-07-14,Senior Staff,45499
291537,Kitty,Ramsey,1992-10-15,Senior Staff,57565
291543,Aruna,Taubman,1991-01-28,Senior Engineer,64799
291553,Arch,Gulla,1999-05-10,Senior Engineer,40000
291570,Zhonghua,Comellas,2000-07-22,Senior Staff,67043
291574,Selwyn,Malinowski,2002-06-28,Senior Engineer,43798
291579,Mang,Giarratana,1998-03-04,Senior Engineer,42088
291580,Nidapan,Gniady,1986-07-24,Senior Engineer,40000
291587,Harngdar,Zschoche,1996-08-19,Engineer,68836
291589,Aluzio,Kavraki,1998-09-03,Senior Engineer,48589
291593,Irena,Scallan,2000-04-19,Senior Staff,63067
291597,Kwangjo,Chinin,1993-11-05,Senior Engineer,40000
291605,Unal,Adachi,1999-11-06,Senior Staff,51964
291607,Boguslaw,Swift,1998-10-23,Senior Staff,43322
291626,Pranjal,Kumaresan,2000-07-15,Senior Staff,40000
291635,Bernice,Plotkin,1995-10-21,Senior Staff,48657
291637,Alejandro,Tsukuda,1992-10-12,Senior Engineer,40000
291640,Dante,Krohn,1993-10-26,Senior Engineer,40000
291643,Siamak,Kusakari,1992-01-16,Senior Engineer,53787
291646,Eldridge,Wursthorn,1996-10-18,Senior Staff,60178
291649,Arnould,Kruskal,1993-03-07,Senior Staff,83556
291653,Rafael,Strehl,1986-12-19,Senior Staff,74431
291654,Masako,Stranks,1997-08-13,Engineer,56396
291655,Krassimir,Gulla,1988-07-26,Technique Leader,62873
291659,Ute,Velasco,1997-12-18,Senior Engineer,51935
291663,Mansur,Lortz,1986-06-04,Senior Engineer,57827
291665,Rosella,Siepmann,1993-06-05,Senior Engineer,48718
291670,Elvia,Hopewell,1993-01-19,Senior Engineer,48904
291675,Dipayan,Stenning,1985-07-03,Technique Leader,40000
291676,Alain,Constantine,1994-04-04,Engineer,48474
291682,Frazer,Fairtlough,2000-11-12,Senior Staff,40000
291683,Denny,Masand,1994-11-04,Senior Staff,59948
291687,Soenke,Rosca,2002-03-01,Senior Staff,54662
291700,Navid,Turnbull,1996-03-28,Senior Staff,40000
291704,Lakshmi,Keohane,1999-01-03,Senior Engineer,50386
291713,Yishai,Wynblatt,1994-04-08,Senior Staff,43746
291715,Weiyi,Strehl,1996-08-05,Senior Engineer,58583
291716,Juichirou,Bala,1995-10-06,Engineer,45657
291719,Volkmar,Schade,2002-02-18,Senior Engineer,45088
291721,Hailing,Schiettecatte,1999-04-19,Senior Engineer,40000
291722,Shuzo,Hardjono,1993-10-02,Assistant Engineer,56102
291723,Jongsuk,Casley,1991-09-30,Senior Engineer,40000
291733,Huei,Baby,1997-04-03,Senior Staff,40000
291734,Serge,Heinisuo,2001-10-11,Senior Staff,46929
291740,Tua,Bratten,1992-05-31,Senior Engineer,46781
291742,Aamod,Pietracaprina,1996-06-03,Engineer,40000
291748,Zsolt,Undy,1999-11-02,Senior Staff,40000
291749,Mara,Swiss,1997-08-14,Staff,73222
291750,Mack,Peltason,1996-06-28,Senior Staff,40000
291753,Abdelkader,Munke,1997-04-08,Staff,69271
291754,Yongdong,Stavenow,1997-10-19,Engineer,40000
291756,Randi,Braunmuhl,2002-03-13,Senior Engineer,40000
291757,Ishfaq,Pellegrinelli,1998-12-30,Senior Engineer,60841
291759,Yuping,Grospietsch,1996-11-19,Senior Staff,46500
291760,Miquel,Scharstein,2001-06-05,Engineer,40000
291762,Adel,Paludetto,1985-11-30,Senior Engineer,40000
291765,Jeane,Beutelspacher,1995-01-27,Senior Staff,40000
291767,Xiahua,DeMori,1997-05-23,Staff,62069
291768,Conor,Pettey,1995-09-01,Engineer,40000
291777,Saniya,Setlzner,2002-02-10,Senior Staff,40000
291788,Makato,Poupard,1991-11-28,Senior Staff,78336
291790,Lene,Sridhar,1998-01-04,Senior Staff,40000
291791,Rosalyn,Bolotov,1993-10-05,Senior Engineer,57773
291793,Kerhong,Eickenmeyer,1986-08-11,Technique Leader,43258
291796,Malu,Schwaller,2002-06-22,Senior Engineer,60159
291804,Weiru,Roohalamini,1997-09-13,Senior Engineer,40000
291809,Kayoko,Birge,1995-06-29,Senior Staff,67179
291811,Shaibal,Slaats,1994-02-12,Senior Engineer,51004
291813,Lakshmi,Schieder,1993-07-12,Senior Engineer,55640
291817,Adin,Rosca,1995-09-13,Technique Leader,40000
291823,Masami,Scharstein,1991-02-25,Senior Engineer,51843
291827,Prasadram,Mamelak,1999-10-30,Engineer,48456
291828,Susanne,Kornyak,1988-09-11,Senior Engineer,40000
291829,Valdiodio,Birnbaum,1999-09-27,Senior Engineer,40000
291831,Mong,Constantine,1997-12-22,Technique Leader,55513
291832,Munenori,Cappelli,1999-05-24,Senior Staff,92732
291840,Xiahua,Riefers,1995-12-18,Senior Engineer,40000
291845,Jenwei,Baby,1996-07-25,Senior Staff,40182
291852,Arvind,Baaz,1996-04-10,Senior Staff,40000
291860,Shigenori,Bakhtari,1997-03-01,Senior Staff,51448
291863,Ingmar,Peir,1995-12-18,Engineer,54563
291864,Mohan,Yemenis,1992-01-08,Senior Staff,40000
291865,Gritta,Hartvigsen,1996-12-06,Senior Engineer,40000
291878,Pranav,Siegrist,1993-05-31,Senior Staff,62902
291889,Jaques,Zwicker,1997-12-08,Engineer,40000
291890,Adly,Honiden,1997-11-24,Engineer,56097
291895,Manibrata,Smailagic,1998-10-08,Senior Staff,86070
291896,Mart,Decleir,1997-06-13,Senior Engineer,40000
291898,Ferdinand,Quittner,1996-12-04,Engineer,46488
291901,Marko,Ibel,1992-03-08,Technique Leader,65904
291902,Khaled,Gerlach,1998-06-24,Staff,63410
291908,Marek,Soloway,2000-01-10,Senior Staff,60937
291912,Yakichi,Miyakawa,1994-11-16,Senior Staff,58959
291925,Yannis,Ginneken,1993-03-04,Senior Staff,45306
291935,Harjit,Thombley,1998-12-11,Senior Engineer,40000
291936,Mario,Albarhamtoshy,1990-04-03,Senior Staff,49911
291942,Arvind,Bresenham,1999-06-17,Staff,40000
291943,Fumiko,Quittner,1998-04-16,Engineer,54359
291944,Peternela,Swift,2000-09-16,Senior Engineer,43468
291946,Navin,Henseler,2001-04-17,Senior Engineer,40000
291949,Marek,Merle,1999-01-06,Engineer,40000
291952,Constantine,Kowalchuk,2001-03-28,Senior Engineer,40000
291956,Claude,Veldwijk,1998-03-12,Staff,45319
291958,Anneli,Bernardinello,1996-04-08,Senior Engineer,49403
291961,Chriss,Picel,2000-08-01,Senior Engineer,50472
291963,Shay,Viele,1988-12-28,Senior Engineer,40000
291968,Arie,Qiwen,1995-07-19,Staff,58858
291971,Padma,Merel,1995-03-27,Senior Engineer,44072
291972,Shimshon,Ouhyoung,1986-02-21,Technique Leader,40000
291979,Heping,Sankaranarayanan,1997-12-08,Staff,42114
291985,Junichi,Wissmann,1996-04-07,Engineer,64280
291999,Denis,Servieres,1991-02-12,Technique Leader,43750
292007,Yongmin,Narahara,1998-11-21,Staff,50220
292011,Christoph,Klassen,1994-09-23,Senior Engineer,40000
292020,Khosrow,Haumacher,1991-06-18,Senior Staff,69666
292023,Demos,Rullman,1997-02-01,Staff,90796
292025,Weidon,Osgood,1997-11-10,Senior Engineer,45184
292031,Bouchung,Ulupinar,1996-10-04,Technique Leader,42461
292032,Herb,Siprelle,1993-06-18,Senior Staff,90190
292038,Roddy,Muhling,1985-08-26,Senior Engineer,40000
292039,Boriana,Radivojevic,1999-08-30,Senior Engineer,47520
292053,Shuji,Brandsma,2001-07-19,Senior Engineer,58110
292055,Giordano,Randt,2002-01-25,Senior Staff,53479
292058,Maris,Morrow,1992-02-25,Senior Staff,42391
292059,Radhakrishnan,Rissanen,1997-09-04,Senior Engineer,59448
292062,Koldo,Weisert,2000-03-08,Senior Engineer,44885
292071,Martine,Kinley,1994-11-02,Senior Engineer,40000
292079,Shen,Whittlesey,1995-03-02,Senior Engineer,46530
292080,Akeel,Bondorf,2000-07-04,Senior Engineer,40000
292081,Sahrah,Conta,1996-11-09,Senior Engineer,68688
292085,Yannik,Mansanne,2000-08-14,Senior Staff,45472
292093,Yurij,Papsdorf,1993-08-14,Senior Staff,40000
292094,Chaosheng,Verhaegen,1995-02-19,Senior Engineer,51750
292106,Danil,Shimshoni,1992-04-02,Senior Staff,78215
292108,Chikako,Lakshmanan,1995-08-23,Engineer,53125
292114,Kyoichi,Boreale,1990-04-20,Senior Staff,46615
292117,Houman,Mungall,1985-04-22,Technique Leader,42511
292130,Mariusz,Babu,1990-11-04,Senior Staff,64815
292136,Jeanne,Narwekar,1998-11-03,Staff,40000
292141,Alassane,Ginneken,1987-01-20,Senior Staff,40000
292145,Teruyuki,Sadowsky,1996-06-06,Staff,54720
292148,Reinhard,Melter,1985-11-15,Senior Engineer,62294
292149,Xuejia,Provine,1998-09-27,Staff,61231
292150,Heekeun,Joslin,2000-01-02,Senior Engineer,40000
292151,Xiping,Simkin,1997-09-04,Senior Engineer,40000
292158,Oldrich,Hooghiemstra,1998-03-14,Assistant Engineer,40000
292163,Gal,Panangaden,2001-10-28,Senior Engineer,40000
292168,Zhonghua,Syrzycki,2000-01-11,Staff,40000
292171,Maya,Diderrich,1999-01-08,Engineer,48846
292177,Mohd,Sooriamurthi,1991-03-30,Senior Staff,50597
292182,Lene,Vecchi,2000-01-24,Senior Staff,86584
292183,Shahar,Akiyama,1998-09-13,Senior Staff,46478
292187,Hailing,Rabehasaina,1994-04-19,Senior Staff,40000
292194,Lein,Hanratty,1985-10-25,Senior Engineer,51523
292198,Geoff,Gien,2002-07-10,Senior Staff,91548
292201,Aris,Varman,1986-08-09,Technique Leader,49212
292212,Doowon,Improta,1995-10-05,Staff,40000
292215,Szabolcs,Talmon,1989-01-11,Senior Engineer,40000
292216,Shalesh,Chartres,2000-01-11,Senior Staff,52107
292219,Dharmaraja,Deyuan,1998-12-17,Senior Staff,59371
292231,Makato,Harnett,1998-08-06,Engineer,66358
292234,Kasturi,Negoita,1998-07-12,Senior Engineer,40000
292240,Sanjiv,Negoita,1999-08-16,Senior Staff,74373
292241,Marsja,Raczkowsky,1995-04-17,Senior Staff,66457
292244,Yinlin,Rettelbach,1993-09-14,Senior Engineer,40000
292254,Hiroyasu,Lindqvist,1995-06-20,Senior Engineer,40000
292255,Parto,Herber,2001-04-02,Senior Staff,76778
292281,Lakshmi,Bardell,1996-11-10,Staff,66114
292289,Chaoyi,Mersereau,1996-06-15,Engineer,40000
292290,Qunsheng,Heyers,1988-01-17,Senior Staff,51639
292297,Rosli,Orlowski,1999-04-30,Staff,48863
292298,Leon,Motley,1988-02-18,Senior Staff,40000
292299,Uri,Luck,2000-06-13,Senior Staff,64804
292301,Maris,Barbanera,1999-10-03,Senior Engineer,40000
292306,Domenick,Garnick,1995-02-03,Staff,40000
292307,Youssef,Grabner,1995-01-01,Staff,43118
292313,Shushma,Baaleh,2001-09-03,Senior Staff,40000
292314,Shay,Roohalamini,1992-10-14,Senior Engineer,61018
292320,Nirmal,Siprelle,1997-11-13,Senior Engineer,40000
292322,Adamantios,Colorni,1993-03-03,Senior Staff,98832
292324,Pranay,Pintelas,1990-03-13,Senior Engineer,40000
292331,Aamod,Vesna,1998-03-05,Engineer,55580
292336,Arnd,Garnick,1999-02-01,Senior Engineer,48270
292340,Leucio,Openshaw,1994-08-31,Senior Staff,40000
292344,Horward,Bach,1995-10-22,Senior Engineer,58903
292346,Gad,Ranka,1996-07-23,Senior Engineer,40000
292347,Krisda,Papastamatiou,1993-12-27,Staff,40000
292353,Jingling,Dehkordi,1993-10-24,Senior Engineer,40000
292359,Theron,Orsini,1991-06-27,Senior Staff,71664
292367,Chrisa,Kakkar,1998-03-04,Senior Engineer,42410
292368,Dmitri,Lorin,1995-05-24,Senior Staff,50844
292371,Danil,Stanfel,1994-06-27,Senior Engineer,42210
292372,Gurbir,Ranft,1997-03-19,Senior Staff,43699
292378,Mang,Harllee,1996-11-26,Staff,76016
292380,Foong,Bakhtari,1998-01-13,Engineer,40000
292382,Remmert,Zallocco,1990-02-23,Senior Staff,40000
292383,Gererd,Salverda,1995-08-24,Senior Staff,80981
292389,Utpal,Hasham,1995-08-21,Senior Engineer,64848
292394,Debaprosad,Rosis,1999-11-08,Senior Engineer,40000
292400,Florian,Lamba,1992-08-17,Technique Leader,40000
292412,Ayonca,Yamaashi,1995-10-14,Senior Engineer,40000
292413,Kristian,Belinskaya,1994-08-01,Senior Engineer,51799
292419,Werner,Antonisse,1996-04-12,Senior Staff,40000
292423,Fuqing,Cappelletti,1994-01-19,Senior Engineer,63302
292431,Richara,Hooghiemstra,1998-09-27,Senior Staff,40000
292432,Fumino,Muhlberg,1989-02-24,Senior Staff,43504
292437,Yucai,Conte,1999-06-15,Staff,64432
292442,Yuguang,Renear,1995-12-26,Senior Engineer,66260
292443,Jianhua,Cyre,2002-03-03,Senior Staff,42374
292448,Miquel,Melton,1996-01-16,Engineer,42909
292452,Mayuri,Grabner,2000-01-09,Engineer,49335
292457,Josyula,Erev,1992-05-07,Senior Engineer,40000
292458,Akeno,Armand,1996-02-13,Senior Staff,52893
292464,Gennady,Choobineh,2002-04-19,Senior Engineer,40000
292466,Panayotis,Pashtan,1997-02-01,Senior Staff,40000
292467,Anoosh,Plump,1997-01-23,Staff,40000
292471,Marl,Selenyi,1999-01-26,Senior Engineer,51544
292476,Martien,Schwartzburd,1994-06-24,Senior Staff,40000
292487,Yakichi,Lemarechal,1997-08-15,Staff,40000
292488,Candida,Bale,1997-04-02,Engineer,40000
292494,Adhemar,Kinley,1996-10-31,Senior Engineer,40000
292499,Takahira,Mayerwieser,1994-11-15,Senior Staff,68221
292506,Nahum,Tchuente,1987-01-27,Senior Engineer,40000
292507,Feiyu,Jakobus,1991-07-06,Technique Leader,40000
292514,Isaac,Doering,1996-12-15,Staff,63815
292519,Josyula,Angel,1998-12-04,Senior Engineer,48311
292520,Naraig,Coney,1999-06-23,Staff,62641
292522,Petter,Liesche,2001-01-06,Senior Engineer,40000
292524,Gladys,Dayang,1997-05-25,Senior Engineer,55856
292532,Mokhtar,Honglei,2001-08-12,Senior Engineer,67399
292533,Zine,Muchinsky,1997-10-05,Senior Staff,62624
292539,Takahito,Rodite,2000-10-22,Senior Staff,65728
292546,Nectarios,Zastre,1997-06-25,Technique Leader,50397
292548,Vidya,Savasere,1996-08-24,Senior Staff,86659
292554,Steen,Heuser,1997-06-20,Staff,54538
292557,Wayne,Zumaque,1998-01-30,Staff,48092
292571,Shahaf,Varman,1997-11-14,Staff,40000
292574,Chanjung,Openshaw,1995-05-25,Staff,40000
292576,Kiam,Ulupinar,1996-02-04,Staff,54803
292577,Val,Porotnikoff,1997-12-02,Engineer,42728
292578,Berhard,Fujisawa,1987-02-12,Senior Staff,40000
292582,Nirmal,Bugrara,1992-02-06,Senior Engineer,51546
292587,Chirstian,Hutton,1999-11-10,Engineer,42231
292589,Sanjoy,Varley,1996-07-10,Senior Staff,56357
292590,Arra,Borstler,1997-06-01,Senior Engineer,53829
292594,Marsja,Vadhan,1996-02-13,Senior Staff,40000
292598,Hiroyasu,Litecky,1996-08-25,Senior Engineer,49879
292600,Margo,Schlumberger,1994-08-29,Senior Staff,82017
292603,DeForest,Tomescu,1996-06-18,Senior Staff,71996
292605,Hatem,Picaronny,1993-07-01,Senior Engineer,42089
292612,Lihong,Katalagarianos,1995-10-27,Engineer,46719
292618,Abdelkader,Salverda,1988-01-10,Senior Engineer,58484
292621,Cheong,Koshino,1997-08-16,Technique Leader,53192
292626,Sandeepan,Bale,1996-04-14,Staff,58366
292627,Anneli,Reinhart,1994-08-13,Senior Staff,71959
292634,Surveyors,Smailagic,1997-07-16,Senior Engineer,40000
292639,Youjian,Schicker,1999-12-07,Staff,71519
292641,Elvis,Birke,2002-06-01,Senior Engineer,53936
292643,Chriss,Eiter,1990-03-23,Senior Staff,97079
292645,Barton,Erez,1998-01-25,Senior Staff,40000
292646,Xinan,Belinskaya,2000-05-31,Senior Staff,40000
292655,Kayoko,Jeong,1995-05-26,Senior Staff,41242
292658,Hiroyasu,Massonet,1994-11-11,Senior Engineer,40000
292660,Poornachandra,Khalil,2001-12-14,Senior Engineer,61585
292661,Premsyl,Narahari,1997-07-26,Senior Engineer,40000
292664,Lihong,Ravishankar,1994-09-05,Engineer,40000
292668,Dharmaraja,Brizzi,1998-07-04,Engineer,40000
292675,Munehiko,Ranze,1994-03-30,Senior Staff,88125
292676,Herb,Griswold,1993-12-05,Engineer,59591
292683,Miyeon,Guting,2000-05-12,Senior Staff,40000
292690,Hilary,Lalonde,1998-04-07,Senior Engineer,40000
292692,Teunis,Zhiwei,2001-03-04,Senior Staff,85550
292698,Jinpo,Rabehasaina,1992-05-02,Senior Engineer,81422
292701,Taizo,Cichocki,2000-08-30,Senior Staff,58144
292704,Guiseppe,Walstra,1991-03-03,Technique Leader,47480
292707,Aluzio,Pollacia,1988-08-02,Senior Engineer,58999
292712,Gro,Leuchs,2002-04-08,Senior Engineer,55328
292715,Doowon,Vasanthakumar,1999-08-16,Staff,52988
292718,Yuuichi,Sundgren,1991-03-11,Senior Staff,41482
292732,Shigeaki,Poujol,1995-10-04,Senior Engineer,62821
292743,Fan,Itzfeldt,1995-06-15,Staff,40000
292744,Abdulla,Ibel,1993-02-23,Senior Engineer,47839
292750,Bartek,Aloisi,2000-08-28,Senior Staff,59114
292752,Jianhao,Frolund,1999-04-30,Senior Engineer,43166
292753,Kwangyoen,Andreotta,1996-03-21,Senior Engineer,53855
292756,Piyush,Pews,1997-02-18,Senior Engineer,71397
292758,Kamran,Cmelik,2000-12-15,Senior Engineer,40000
292765,Basant,Ginesta,1991-05-17,Senior Staff,59002
292770,Zhilian,Alpay,1985-05-24,Technique Leader,52819
292771,Takushi,Miyakawa,2001-11-10,Senior Staff,55503
292774,Saddek,Schwartzburd,1996-06-17,Senior Engineer,42259
292776,Marie,Zeidenstein,2002-05-12,Senior Staff,42843
292777,Augustine,Schwaller,1986-05-14,Senior Staff,73180
292782,Franziska,Asmuth,1997-03-22,Senior Engineer,40000
292783,Uinam,Bierman,1997-10-22,Senior Staff,40000
292789,Zito,Karunanithi,1995-10-05,Technique Leader,40000
292796,Krister,Rouquie,1993-12-17,Senior Staff,50965
292800,Shigenori,Guerreiro,1997-03-25,Senior Engineer,42541
292803,Kotesh,Lalonde,1991-07-06,Senior Engineer,61590
292808,Ziyad,Lorin,1998-09-16,Staff,51001
292809,Dulce,Majewski,1988-12-03,Senior Staff,40000
292812,Anyuan,Spell,1997-08-06,Senior Engineer,42707
292816,Kenton,Cummings,2001-04-08,Senior Engineer,47087
292818,Phillip,Cronau,1998-01-12,Staff,60249
292821,Reinhard,Nourani,1996-08-16,Staff,57808
292825,Tru,Facello,1994-12-04,Engineer,40000
292831,Subhankar,Ananiadou,1999-03-10,Engineer,40000
292832,Serif,Brender,1996-03-24,Engineer,40000
292834,Mototsugu,Mitchem,1998-08-23,Engineer,40000
292840,Jianhua,Rehfuss,1988-12-16,Senior Staff,45534
292841,Yannis,Pargaonkar,2001-03-02,Senior Engineer,40000
292857,Mariangiola,Bednarek,1994-04-07,Senior Staff,57620
292863,Nathalie,Stasinski,1989-09-30,Senior Staff,46033
292864,Shigeaki,Bednarek,1999-07-11,Senior Engineer,45142
292868,Arup,Haldar,1989-10-09,Senior Engineer,58234
292869,Chuanti,Imataki,1999-08-26,Staff,40000
292872,Mabo,Wilfing,1998-11-13,Engineer,40000
292884,Kwangsub,Lamparter,2002-02-05,Senior Engineer,40000
292892,Khalil,Iisaku,1998-03-13,Senior Engineer,40000
292902,Shigenori,Woycyznski,1998-12-04,Staff,84319
292904,Gopalakrishnan,Uhrik,1988-11-29,Senior Staff,48134
292909,Diederik,Jording,1997-12-31,Staff,79518
292916,King,Bazzichi,1996-03-22,Senior Engineer,67300
292918,Tristan,Zirintsis,2001-12-01,Senior Staff,77911
292921,Weiru,Huhdanpaa,1990-06-12,Senior Engineer,42050
292923,Toshiki,Wuwongse,2001-09-08,Senior Engineer,77809
292928,Fuqing,Gaughan,1996-12-20,Senior Staff,84119
292933,Chaoyi,Heping,1986-02-26,Senior Staff,73361
292934,Van,Ducloy,1999-08-08,Staff,51662
292943,Kwan,Nannarelli,1996-08-27,Senior Engineer,68964
292945,Anwar,Stellhorn,1997-12-03,Senior Engineer,40000
292947,Vasilii,Krychniak,1994-07-19,Senior Engineer,66861
292948,Jinpo,Plumb,1998-01-13,Engineer,63262
292949,George,Backhouse,1999-11-25,Engineer,42444
292956,Rutger,Munch,2000-10-28,Senior Staff,78454
292959,Moti,Narahara,1994-04-21,Senior Staff,80149
292964,Valdiodio,Demian,1999-05-13,Staff,44052
292965,Chinhyun,Pena,1997-11-17,Senior Engineer,50377
292966,Larisa,Lanphier,1985-04-02,Senior Engineer,48806
292968,Sashi,Chaudhury,1993-09-03,Senior Engineer,53383
292970,Xinyu,Strandh,1994-11-25,Senior Staff,68724
292971,Stella,Driscoll,1999-12-04,Senior Staff,43305
292974,Jinpo,Sgarro,1993-03-18,Senior Staff,80542
292975,Zita,Mitchem,1992-06-30,Technique Leader,60053
292978,Masali,Luiz,1992-06-24,Senior Engineer,40939
292985,Berni,Lowrie,2001-05-28,Senior Staff,40000
292989,Dipayan,Fraisse,1987-06-08,Senior Engineer,40000
292995,Junsik,Picel,2000-10-27,Senior Engineer,58108
292999,Rance,Waymire,2001-05-18,Senior Engineer,40000
293000,Aleksander,Birnbaum,2001-03-11,Senior Staff,59942
293002,Basim,Antonisse,1991-11-27,Senior Engineer,50044
293003,Luigi,Gien,1996-05-05,Senior Staff,61770
293009,LiMin,Segond,1999-11-17,Engineer,53459
293010,Nathan,Verhoeff,1985-03-23,Technique Leader,65297
293011,Abdulah,Viele,2000-06-18,Senior Staff,45569
293016,Magdalena,Kemmerer,1991-06-13,Senior Engineer,43881
293020,Honesty,Thiria,1997-04-14,Senior Engineer,44649
293022,Elrique,Usery,1996-05-12,Senior Staff,40000
293024,Zissis,Ramaiah,1993-11-22,Senior Staff,40000
293026,Odinaldo,Emiris,1997-11-06,Engineer,64107
293029,Monique,Pettey,1998-07-18,Senior Engineer,40000
293036,Aram,Cairo,1996-02-26,Senior Staff,40000
293040,Rildo,Merey,1989-05-01,Senior Staff,76282
293044,Gil,Jeansoulin,1989-07-04,Senior Engineer,40000
293048,Berhard,Simmen,2002-07-19,Senior Staff,40000
293050,Sanjai,Alblas,1991-01-07,Senior Engineer,40000
293051,Slavian,Eiter,1998-07-23,Senior Staff,97994
293061,Tremaine,Hiltgen,2000-06-19,Senior Staff,71698
293062,Mayumi,Antonisse,2001-08-30,Senior Engineer,40000
293070,Saddek,Isaak,1994-12-05,Senior Staff,43040
293076,Xiaoqiang,Bresenham,1998-09-15,Staff,40000
293098,Mohd,Boyle,1998-05-31,Senior Engineer,48990
293103,Danco,Butner,1998-02-15,Senior Engineer,40000
293111,Jordanka,Rosch,1996-10-26,Senior Engineer,57867
293120,Shaz,Plump,1987-06-05,Technique Leader,40000
293121,Martine,Codenie,1998-08-18,Senior Engineer,44653
293129,Jeane,Aseltine,1986-03-17,Senior Staff,40000
293137,Gunilla,Nivat,1989-02-11,Senior Staff,48271
293144,Junichi,Huhdanpaa,1992-01-20,Senior Staff,61140
293166,Ramzi,Kranzdorf,1997-03-19,Senior Engineer,44985
293168,Jacqueline,Avouris,1990-09-16,Senior Staff,86092
293176,Leucio,Bashian,1996-07-22,Engineer,66700
293177,Marlo,Fairtlough,1993-07-21,Senior Staff,73709
293179,Juichirou,Fontan,1999-09-08,Senior Engineer,51927
293180,Kshitij,Narahara,1989-04-13,Senior Engineer,40000
